  "PINCODE,C,6","CITY,C,25","STATE,C,15","REGION,C,10","NEWZONE,C,8"
224001,FAIZABAD,UTTAR PRADESH,NORTH,C
224123,FAIZABAD,UTTAR PRADESH,NORTH,C
224133,FAIZABAD,UTTAR PRADESH,NORTH,C
224135,FAIZABAD,UTTAR PRADESH,NORTH,C
224201,FAIZABAD,UTTAR PRADESH,NORTH,C
225001,BARABANKI,UTTAR PRADESH,NORTH,C
225002,BARABANKI,UTTAR PRADESH,NORTH,C
226001,LUCKNOW,UTTAR PRADESH,NORTH,A
226002,LUCKNOW,UTTAR PRADESH,NORTH,A
226003,LUCKNOW,UTTAR PRADESH,NORTH,A
226004,LUCKNOW,UTTAR PRADESH,NORTH,A
226005,LUCKNOW,UTTAR PRADESH,NORTH,A
226006,LUCKNOW,UTTAR PRADESH,NORTH,A
226007,LUCKNOW,UTTAR PRADESH,NORTH,A
226008,LUCKNOW,UTTAR PRADESH,NORTH,A
226009,LUCKNOW,UTTAR PRADESH,NORTH,A
226010,LUCKNOW,UTTAR PRADESH,NORTH,A
226011,LUCKNOW,UTTAR PRADESH,NORTH,A
226012,LUCKNOW,UTTAR PRADESH,NORTH,A
226013,LUCKNOW,UTTAR PRADESH,NORTH,A
226014,LUCKNOW,UTTAR PRADESH,NORTH,A
226015,LUCKNOW,UTTAR PRADESH,NORTH,A
226016,LUCKNOW,UTTAR PRADESH,NORTH,A
226017,LUCKNOW,UTTAR PRADESH,NORTH,A
226018,LUCKNOW,UTTAR PRADESH,NORTH,A
226019,LUCKNOW,UTTAR PRADESH,NORTH,A
226020,LUCKNOW,UTTAR PRADESH,NORTH,A
226021,LUCKNOW,UTTAR PRADESH,NORTH,A
226022,LUCKNOW,UTTAR PRADESH,NORTH,A
226023,LUCKNOW,UTTAR PRADESH,NORTH,A
226024,LUCKNOW,UTTAR PRADESH,NORTH,A
226025,LUCKNOW,UTTAR PRADESH,NORTH,A
226026,LUCKNOW,UTTAR PRADESH,NORTH,A
227105,LUCKNOW,UTTAR PRADESH,NORTH,A
229001,RAEBARELI,UTTAR PRADESH,NORTH,C
229010,RAEBARELI,UTTAR PRADESH,NORTH,C
229405,RAEBARELI,UTTAR PRADESH,NORTH,C
231001,BADOHI,UTTAR PRADESH,NORTH,C
231217,VARANASI,UTTAR PRADESH,NORTH,C
233001,VARANASI,UTTAR PRADESH,NORTH,C
241001,HARDOI,UTTAR PRADESH,NORTH,C
242001,SHAHJAHANPUR,UTTAR PRADESH,NORTH,C
243001,BAREILLY,UTTAR PRADESH,NORTH,C
243002,BAREILLY,UTTAR PRADESH,NORTH,C
243003,BAREILLY,UTTAR PRADESH,NORTH,C
243005,BAREILLY,UTTAR PRADESH,NORTH,C
243006,BAREILLY,UTTAR PRADESH,NORTH,C
243122,BAREILLY,UTTAR PRADESH,NORTH,C
244001,MORADABAD,UTTAR PRADESH,NORTH,B
244713,MORADABAD,UTTARAKHAND,NORTH,C
245101,GHAZIABAD,UTTAR PRADESH,NORTH,C
247001,SAHRANPUR,UTTAR PRADESH,NORTH,C
247661,ROORKEE,UTTARAKHAND,NORTH,C
247667,ROORKEE,UTTARAKHAND,NORTH,C
248001,DEHRADUN,UTTARAKHAND,NORTH,A
248002,DEHRADUN,UTTARAKHAND,NORTH,A
248003,DEHRADUN,UTTARAKHAND,NORTH,A
248005,DEHRADUN,UTTARAKHAND,NORTH,A
248006,DEHRADUN,UTTARAKHAND,NORTH,A
248008,DEHRADUN,UTTARAKHAND,NORTH,A
248009,DEHRADUN,UTTARAKHAND,NORTH,A
248110,DEHRADUN,UTTARAKHAND,NORTH,A
248146,DEHRADUN,UTTARAKHAND,NORTH,A
248171,DEHRADUN,UTTARAKHAND,NORTH,A
248179,DEHRADUN,UTTARAKHAND,NORTH,B
249201,HARIDWAR,UTTARAKHAND,NORTH,C
249401,HARIDWAR,UTTARAKHAND,NORTH,B
249403,HARIDWAR,UTTARAKHAND,NORTH,B
249404,HARIDWAR,UTTARAKHAND,NORTH,B
249407,HARIDWAR,UTTARAKHAND,NORTH,B
249408,HARIDWAR,UTTARAKHAND,NORTH,B
249409,HARIDWAR,UTTARAKHAND,NORTH,B
249410,HARIDWAR,UTTARAKHAND,NORTH,B
249411,HARIDWAR,UTTARAKHAND,NORTH,B
250001,MEERUT,UTTAR PRADESH,NORTH,B
250002,MEERUT,UTTAR PRADESH,NORTH,B
250003,MEERUT,UTTAR PRADESH,NORTH,B
250004,MEERUT,UTTAR PRADESH,NORTH,B
250005,MEERUT,UTTAR PRADESH,NORTH,B
250105,MEERUT,UTTAR PRADESH,NORTH,B
250110,MEERUT,UTTAR PRADESH,NORTH,B
251001,MUZAFFARNAGAR,UTTAR PRADESH,NORTH,C
251002,MUZAFFARNAGAR,UTTAR PRADESH,NORTH,C
251003,MUZAFFARNAGAR,UTTAR PRADESH,NORTH,C
261001,SITAPUR,UTTAR PRADESH,NORTH,C
261121,SITAPUR,UTTAR PRADESH,NORTH,C
262405,SITAR GANJ,UTTARAKHAND,NORTH,C
262701,LUCKNOW,UTTAR PRADESH,NORTH,C
262722,SITAPUR,UTTAR PRADESH,NORTH,C
262802,LUCKNOW,UTTAR PRADESH,NORTH,C
263139,NEW DELHI,UTTARAKHAND,NORTH,C
263153,RUDRAPUR,UTTARAKHAND,NORTH,B
273001,GORAKHPUR,UTTAR PRADESH,NORTH,C
273003,GORAKHPUR,UTTAR PRADESH,NORTH,C
273004,GORAKHPUR,UTTAR PRADESH,NORTH,C
273005,GORAKHPUR,UTTAR PRADESH,NORTH,C
273006,GORAKHPUR,UTTAR PRADESH,NORTH,C
273008,GORAKHPUR,UTTAR PRADESH,NORTH,C
273009,GORAKHPUR,UTTAR PRADESH,NORTH,C
273010,GORAKHPUR,UTTAR PRADESH,NORTH,C
273012,GORAKHPUR,UTTAR PRADESH,NORTH,C
273013,GORAKHPUR,UTTAR PRADESH,NORTH,C
273015,GORAKHPUR,UTTAR PRADESH,NORTH,C
276001,AZAMGARH,UTTAR PRADESH,NORTH,C
277001,VARANASI,UTTAR PRADESH,NORTH,C
281001,MATHURA,UTTAR PRADESH,NORTH,C
281004,MATHURA,UTTAR PRADESH,NORTH,C
281005,MATHURA,UTTAR PRADESH,NORTH,C
281121,MATHURA,UTTAR PRADESH,NORTH,C
282001,AGRA,UTTAR PRADESH,NORTH,A
282002,AGRA,UTTAR PRADESH,NORTH,A
282003,AGRA,UTTAR PRADESH,NORTH,A
282004,AGRA,UTTAR PRADESH,NORTH,A
282005,AGRA,UTTAR PRADESH,NORTH,A
282006,AGRA,UTTAR PRADESH,NORTH,A
282007,AGRA,UTTAR PRADESH,NORTH,A
282008,AGRA,UTTAR PRADESH,NORTH,A
282009,AGRA,UTTAR PRADESH,NORTH,A
282010,AGRA,UTTAR PRADESH,NORTH,A
283203,FIROZABAD,UTTAR PRADESH,NORTH,C
284001,"CIVIL LINES, JHANSI",UTTAR PRADESH,WEST2,C
284002,"CIVIL LINES, JHANSI",UTTAR PRADESH,WEST2,C
284003,"CIVIL LINES, JHANSI",UTTAR PRADESH,WEST2,C
284128,"CIVIL LINES, JHANSI",UTTAR PRADESH,WEST2,C
285001,ORAI,UTTAR PRADESH,NORTH,C
301001,ALWAR,RAJASTHAN,NORTH,C
301019,BHIWADI,RAJASTHAN,NORTH,C
301030,ALWAR,RAJASTHAN,NORTH,C
301404,ALWAR,RAJASTHAN,NORTH,C
301405,ALWAR,RAJASTHAN,NORTH,C
301408,ALWAR,RAJASTHAN,NORTH,C
301701,ALWAR,RAJASTHAN,NORTH,C
301703,ALWAR,RAJASTHAN,NORTH,C
301704,ALWAR,RAJASTHAN,NORTH,C
301705,ALWAR,RAJASTHAN,NORTH,C
301706,ALWAR,RAJASTHAN,NORTH,C
301707,BHIWADI,RAJASTHAN,NORTH,C
302001,JAIPUR,RAJASTHAN,NORTH,A
302002,JAIPUR,RAJASTHAN,NORTH,A
302003,JAIPUR,RAJASTHAN,NORTH,A
302004,JAIPUR,RAJASTHAN,NORTH,A
302005,JAIPUR,RAJASTHAN,NORTH,A
302006,JAIPUR,RAJASTHAN,NORTH,A
302007,JAIPUR,RAJASTHAN,NORTH,A
302008,JAIPUR,RAJASTHAN,NORTH,A
302009,JAIPUR,RAJASTHAN,NORTH,A
302010,JAIPUR,RAJASTHAN,NORTH,A
302011,JAIPUR,RAJASTHAN,NORTH,A
302012,JAIPUR,RAJASTHAN,NORTH,A
302013,JAIPUR,RAJASTHAN,NORTH,A
302015,JAIPUR,RAJASTHAN,NORTH,A
302016,JAIPUR,RAJASTHAN,NORTH,A
302017,JAIPUR,RAJASTHAN,NORTH,A
302018,JAIPUR,RAJASTHAN,NORTH,A
302019,JAIPUR,RAJASTHAN,NORTH,A
302020,JAIPUR,RAJASTHAN,NORTH,A
302021,JAIPUR,RAJASTHAN,NORTH,A
302022,JAIPUR,RAJASTHAN,NORTH,A
302023,JAIPUR,RAJASTHAN,NORTH,A
303101,JAIPUR,RAJASTHAN,NORTH,A
303313,ALWAR,RAJASTHAN,NORTH,C
305001,AJMER,RAJASTHAN,NORTH,C
305002,AJMER,RAJASTHAN,NORTH,C
305003,AJMER,RAJASTHAN,NORTH,C
305004,AJMER,RAJASTHAN,NORTH,C
305005,AJMER,RAJASTHAN,NORTH,C
305006,AJMER,RAJASTHAN,NORTH,C
305007,AJMER,RAJASTHAN,NORTH,C
305022,AJMER,RAJASTHAN,NORTH,C
305801,KISHANGARH,RAJASTHAN,NORTH,C
305802,KISHANGARH,RAJASTHAN,NORTH,C
305901,BEAWAR,RAJASTHAN,NORTH,C
306401,PALI,RAJASTHAN,NORTH,C
311001,BHILWARA,RAJASTHAN,NORTH,C
311011,BHILWARA,RAJASTHAN,NORTH,C
311025,BHILWARA,RAJASTHAN,NORTH,C
312001,BHILWARA,RAJASTHAN,NORTH,C
312021,BHILWARA,RAJASTHAN,NORTH,C
313001,UDAIPUR,RAJASTHAN,WEST2,B
313002,UDAIPUR,RAJASTHAN,WEST2,B
313003,UDAIPUR,RAJASTHAN,WEST2,B
313004,UDAIPUR,RAJASTHAN,WEST2,B
313011,UDAIPUR,RAJASTHAN,WEST2,B
313013,UDAIPUR,RAJASTHAN,WEST2,B
321001,BHARATPUR,RAJASTHAN,NORTH,C
324001,KOTA,RAJASTHAN,NORTH,C
324002,KOTA,RAJASTHAN,NORTH,C
324003,KOTA,RAJASTHAN,NORTH,C
324004,KOTA,RAJASTHAN,NORTH,C
324005,KOTA,RAJASTHAN,NORTH,C
324006,KOTA,RAJASTHAN,NORTH,C
324007,KOTA,RAJASTHAN,NORTH,C
324008,KOTA,RAJASTHAN,NORTH,C
324009,KOTA,RAJASTHAN,NORTH,C
324010,KOTA,RAJASTHAN,NORTH,C
327001,UDAIPUR,RAJASTHAN,WEST2,C
329090,KOTA,RAJASTHAN,NORTH,C
332001,SIKAR,RAJASTHAN,NORTH,C
333031,PILANI,RAJASTHAN,NORTH,C
334001,BIKANER,RAJASTHAN,NORTH,C
334003,BIKANER,RAJASTHAN,NORTH,C
334004,BIKANER,RAJASTHAN,NORTH,C
334006,BIKANER,RAJASTHAN,NORTH,C
334401,BIKANER,RAJASTHAN,NORTH,C
335001,SRIGANGANAGAR,RAJASTHAN,NORTH,C
335512,HANUMANGARH,RAJASTHAN,NORTH,C
335513,HANUMANGARH,RAJASTHAN,NORTH,C
342001,JODHPUR(RAJ),RAJASTHAN,NORTH,C
342002,JODHPUR(RAJ),RAJASTHAN,NORTH,C
342003,JODHPUR(RAJ),RAJASTHAN,NORTH,C
342004,JODHPUR(RAJ),RAJASTHAN,NORTH,C
342005,JODHPUR(RAJ),RAJASTHAN,NORTH,C
342006,JODHPUR(RAJ),RAJASTHAN,NORTH,C
342007,JODHPUR(RAJ),RAJASTHAN,NORTH,C
342008,JODHPUR(RAJ),RAJASTHAN,NORTH,C
342009,JODHPUR(RAJ),RAJASTHAN,NORTH,C
342010,JODHPUR(RAJ),RAJASTHAN,NORTH,C
342011,JODHPUR(RAJ),RAJASTHAN,NORTH,C
342012,JODHPUR(RAJ),RAJASTHAN,NORTH,C
342024,JODHPUR(RAJ),RAJASTHAN,NORTH,C
342026,JODHPUR(RAJ),RAJASTHAN,NORTH,C
360001,RAJKOT,GUJARAT,WEST2,B
360002,RAJKOT,GUJARAT,WEST2,B
360003,RAJKOT,GUJARAT,WEST2,B
360004,RAJKOT,GUJARAT,WEST2,B
360005,RAJKOT,GUJARAT,WEST2,B
360006,RAJKOT,GUJARAT,WEST2,B
360007,RAJKOT,GUJARAT,WEST2,B
360008,RAJKOT,GUJARAT,WEST2,B
360009,RAJKOT,GUJARAT,WEST2,B
360021,RAJKOT,GUJARAT,WEST2,B
360024,RAJKOT,GUJARAT,WEST2,B
360311,JUNAGADH,GUJARAT,WEST2,C
360370,RAJKOT,GUJARAT,WEST2,C
360560,PORBANDAR,GUJARAT,WEST2,C
360575,PORBANDAR,GUJARAT,WEST2,C
360576,PORBANDAR,GUJARAT,WEST2,C
360577,PORBANDAR,GUJARAT,WEST2,C
360578,PORBANDAR,GUJARAT,WEST2,C
360579,PORBANDAR,GUJARAT,WEST2,C
361001,JAMNAGAR,GUJARAT,WEST2,C
361003,JAMNAGAR,GUJARAT,WEST2,C
361004,JAMNAGAR,GUJARAT,WEST2,C
361005,JAMNAGAR,GUJARAT,WEST2,C
361006,JAMNAGAR,GUJARAT,WEST2,C
361007,JAMNAGAR,GUJARAT,WEST2,C
361008,JAMNAGAR,GUJARAT,WEST2,C
361009,JAMNAGAR,GUJARAT,WEST2,C
361140,JAMNAGAR,GUJARAT,WEST2,C
362001,JUNAGADH,GUJARAT,WEST2,C
362002,JUNAGADH,GUJARAT,WEST2,C
362003,JUNAGADH,GUJARAT,WEST2,C
362004,JUNAGADH,GUJARAT,WEST2,C
362265,RAJKOT,GUJARAT,WEST2,C
362266,RAJKOT,GUJARAT,WEST2,C
362267,RAJKOT,GUJARAT,WEST2,C
362268,RAJKOT,GUJARAT,WEST2,C
362269,RAJKOT,GUJARAT,WEST2,C
362630,JUNAGADH,GUJARAT,WEST2,C
363001,SURENDRANAGAR,GUJARAT,WEST2,C
363002,SURENDRANAGAR,GUJARAT,WEST2,C
363020,SURENDRANAGAR,GUJARAT,WEST2,C
363035,SURENDRANAGAR,GUJARAT,WEST2,C
363641,RAJKOT,GUJARAT,WEST2,A
364001,BHAVNAGAR,GUJARAT,WEST2,B
364002,BHAVNAGAR,GUJARAT,WEST2,B
364003,BHAVNAGAR,GUJARAT,WEST2,B
364004,BHAVNAGAR,GUJARAT,WEST2,B
364005,BHAVNAGAR,GUJARAT,WEST2,B
364006,BHAVNAGAR,GUJARAT,WEST2,B
364421,RAJKOT,GUJARAT,WEST2,C
364540,RAJKOT,GUJARAT,WEST2,C
364630,RAJKOT,GUJARAT,WEST2,C
365601,RAJKOT,GUJARAT,WEST2,C
370001,GANDHIDHAM,GUJARAT,WEST2,C
370201,GANDHIDHAM,GUJARAT,WEST2,C
370203,GANDHIDHAM,GUJARAT,WEST2,C
370205,GANDHIDHAM,GUJARAT,WEST2,C
370210,GANDHIDHAM,GUJARAT,WEST2,C
370230,GANDHIDHAM,GUJARAT,WEST2,C
370240,GANDHIDHAM,GUJARAT,WEST2,C
370421,GANDHIDHAM,GUJARAT,WEST2,C
380001,AHMEDABAD,GUJARAT,WEST2,A
380002,AHMEDABAD,GUJARAT,WEST2,A
380003,AHMEDABAD,GUJARAT,WEST2,A
380004,AHMEDABAD,GUJARAT,WEST2,A
380005,AHMEDABAD,GUJARAT,WEST2,A
380006,AHMEDABAD,GUJARAT,WEST2,A
380007,AHMEDABAD,GUJARAT,WEST2,A
380008,AHMEDABAD,GUJARAT,WEST2,A
380009,AHMEDABAD,GUJARAT,WEST2,A
380012,AHMEDABAD,GUJARAT,WEST2,A
380013,AHMEDABAD,GUJARAT,WEST2,A
380014,AHMEDABAD,GUJARAT,WEST2,A
380015,AHMEDABAD,GUJARAT,WEST2,A
380016,AHMEDABAD,GUJARAT,WEST2,A
380018,AHMEDABAD,GUJARAT,WEST2,A
380019,AHMEDABAD,GUJARAT,WEST2,A
380021,AHMEDABAD,GUJARAT,WEST2,A
380022,AHMEDABAD,GUJARAT,WEST2,A
380023,AHMEDABAD,GUJARAT,WEST2,A
380024,AHMEDABAD,GUJARAT,WEST2,A
380025,AHMEDABAD,GUJARAT,WEST2,A
380026,AHMEDABAD,GUJARAT,WEST2,A
380027,AHMEDABAD,GUJARAT,WEST2,A
380028,AHMEDABAD,GUJARAT,WEST2,A
380050,AHMEDABAD,GUJARAT,WEST2,A
380051,AHMEDABAD,GUJARAT,WEST2,A
380052,AHMEDABAD,GUJARAT,WEST2,A
380053,AHMEDABAD,GUJARAT,WEST2,A
380054,AHMEDABAD,GUJARAT,WEST2,A
380055,AHMEDABAD,GUJARAT,WEST2,A
380058,AHMEDABAD,GUJARAT,WEST2,A
380059,AHMEDABAD,GUJARAT,WEST2,A
380060,AHMEDABAD,GUJARAT,WEST2,A
380061,AHMEDABAD,GUJARAT,WEST2,A
380063,AHMEDABAD,GUJARAT,WEST2,A
382001,GANDHINAGAR,GUJARAT,WEST2,A
382002,GANDHINAGAR,GUJARAT,WEST2,A
382003,GANDHINAGAR,GUJARAT,WEST2,A
382004,GANDHINAGAR,GUJARAT,WEST2,A
382005,GANDHINAGAR,GUJARAT,WEST2,A
382006,GANDHINAGAR,GUJARAT,WEST2,A
382007,GANDHINAGAR,GUJARAT,WEST2,A
382008,GANDHINAGAR,GUJARAT,WEST2,A
382009,GANDHINAGAR,GUJARAT,WEST2,A
382010,GANDHINAGAR,GUJARAT,WEST2,A
382011,GANDHINAGAR,GUJARAT,WEST2,A
382012,GANDHINAGAR,GUJARAT,WEST2,A
382013,GANDHINAGAR,GUJARAT,WEST2,A
382014,GANDHINAGAR,GUJARAT,WEST2,A
382015,GANDHINAGAR,GUJARAT,WEST2,A
382016,GANDHINAGAR,GUJARAT,WEST2,A
382017,GANDHINAGAR,GUJARAT,WEST2,A
382018,GANDHINAGAR,GUJARAT,WEST2,A
382019,GANDHINAGAR,GUJARAT,WEST2,A
382020,GANDHINAGAR,GUJARAT,WEST2,A
382021,GANDHINAGAR,GUJARAT,WEST2,A
382022,GANDHINAGAR,GUJARAT,WEST2,A
382023,GANDHINAGAR,GUJARAT,WEST2,A
382024,GANDHINAGAR,GUJARAT,WEST2,A
382025,GANDHINAGAR,GUJARAT,WEST2,A
382026,GANDHINAGAR,GUJARAT,WEST2,A
382027,GANDHINAGAR,GUJARAT,WEST2,A
382028,GANDHINAGAR,GUJARAT,WEST2,A
382029,GANDHINAGAR,GUJARAT,WEST2,A
382030,GANDHINAGAR,GUJARAT,WEST2,A
382041,GANDHINAGAR,GUJARAT,WEST2,A
382042,GANDHINAGAR,GUJARAT,WEST2,A
382044,GANDHINAGAR,GUJARAT,WEST2,A
382051,GANDHINAGAR,GUJARAT,WEST2,A
382170,AHMEDABAD,GUJARAT,WEST2,A
382210,AHMEDABAD,GUJARAT,WEST2,A
382213,AHMEDABAD,GUJARAT,WEST2,A
382220,AHMEDABAD,GUJARAT,WEST2,A
382315,AHMEDABAD,GUJARAT,WEST2,A
382325,AHMEDABAD,GUJARAT,WEST2,A
382330,AHMEDABAD,GUJARAT,WEST2,A
382340,AHMEDABAD,GUJARAT,WEST2,A
382345,AHMEDABAD,GUJARAT,WEST2,A
382346,AHMEDABAD,GUJARAT,WEST2,A
382350,AHMEDABAD,GUJARAT,WEST2,A
382352,AHMEDABAD,GUJARAT,WEST2,A
382405,AHMEDABAD,GUJARAT,WEST2,A
382410,AHMEDABAD,GUJARAT,WEST2,A
382415,AHMEDABAD,GUJARAT,WEST2,A
382420,AHMEDABAD,GUJARAT,WEST2,A
382421,AHMEDABAD,GUJARAT,WEST2,A
382424,AHMEDABAD,GUJARAT,WEST2,A
382427,AHMEDABAD,GUJARAT,WEST2,A
382428,AHMEDABAD,GUJARAT,WEST2,A
382440,AHMEDABAD,GUJARAT,WEST2,A
382442,AHMEDABAD,GUJARAT,WEST2,A
382443,AHMEDABAD,GUJARAT,WEST2,A
382445,AHMEDABAD,GUJARAT,WEST2,A
382449,AHMEDABAD,GUJARAT,WEST2,A
382470,AHMEDABAD,GUJARAT,WEST2,A
382475,AHMEDABAD,GUJARAT,WEST2,A
382480,AHMEDABAD,GUJARAT,WEST2,A
382481,AHMEDABAD,GUJARAT,WEST2,A
382610,GANDHINAGAR,GUJARAT,WEST2,A
382620,GANDHINAGAR,GUJARAT,WEST2,A
382655,AHMEDABAD,GUJARAT,WEST2,A
382705,KALOL,GUJARAT,WEST2,C
382715,KALOL,GUJARAT,WEST2,C
382721,KALOL,GUJARAT,WEST2,C
382725,KALOL,GUJARAT,WEST2,C
382729,KALOL,GUJARAT,WEST2,C
382735,KALOL,GUJARAT,WEST2,C
382740,KALOL,GUJARAT,WEST2,C
383001,HIMMATNAGAR,GUJARAT,WEST2,C
383341,KALOL,GUJARAT,WEST2,C
383430,HIMMATNAGAR,GUJARAT,WEST2,C
384001,MEHSANA,GUJARAT,WEST2,B
384002,MEHSANA,GUJARAT,WEST2,B
384140,MEHSANA,GUJARAT,WEST2,B
384151,MEHSANA,GUJARAT,WEST2,C
384170,MEHSANA,GUJARAT,WEST2,C
384206,MEHSANA,GUJARAT,WEST2,B
384215,MEHSANA,GUJARAT,WEST2,B
385001,MEHSANA,GUJARAT,WEST2,B
387001,NADIAD,GUJARAT,WEST2,C
387002,NADIAD,GUJARAT,WEST2,C
387310,ANAND,GUJARAT,WEST2,B
387320,NADIAD,GUJARAT,WEST2,C
387325,ANAND,GUJARAT,WEST2,B
387355,NADIAD,GUJARAT,WEST2,C
388001,ANAND,GUJARAT,WEST2,B
388110,ANAND,GUJARAT,WEST2,B
388120,ANAND,GUJARAT,WEST2,B
388121,ANAND,GUJARAT,WEST2,B
388315,ANAND,GUJARAT,WEST2,B
388320,ANAND,GUJARAT,WEST2,B
388325,ANAND,GUJARAT,WEST2,B
388340,ANAND,GUJARAT,WEST2,B
388345,ANAND,GUJARAT,WEST2,B
388370,ANAND,GUJARAT,WEST2,B
389001,GODHRA,GUJARAT,WEST2,C
389330,HALOL,GUJARAT,WEST2,B
389350,HALOL,GUJARAT,WEST2,B
389351,HALOL,GUJARAT,WEST2,B
390001,BARODA,GUJARAT,WEST2,A
390002,BARODA,GUJARAT,WEST2,A
390003,BARODA,GUJARAT,WEST2,A
390004,BARODA,GUJARAT,WEST2,A
390005,BARODA,GUJARAT,WEST2,A
390006,BARODA,GUJARAT,WEST2,A
390007,BARODA,GUJARAT,WEST2,A
390008,BARODA,GUJARAT,WEST2,A
390009,BARODA,GUJARAT,WEST2,A
390010,BARODA,GUJARAT,WEST2,A
390011,BARODA,GUJARAT,WEST2,A
390012,BARODA,GUJARAT,WEST2,A
390013,BARODA,GUJARAT,WEST2,A
390014,BARODA,GUJARAT,WEST2,A
390015,BARODA,GUJARAT,WEST2,A
390016,BARODA,GUJARAT,WEST2,A
390017,BARODA,GUJARAT,WEST2,A
390018,BARODA,GUJARAT,WEST2,A
390019,BARODA,GUJARAT,WEST2,A
390020,BARODA,GUJARAT,WEST2,A
390021,BARODA,GUJARAT,WEST2,A
390022,BARODA,GUJARAT,WEST2,A
390023,BARODA,GUJARAT,WEST2,A
390024,BARODA,GUJARAT,WEST2,A
390025,BARODA,GUJARAT,WEST2,A
391210,PADRA,GUJARAT,WEST2,C
391243,PADRA,GUJARAT,WEST2,C
391310,BARODA,GUJARAT,WEST2,A
391320,BARODA,GUJARAT,WEST2,A
391330,BARODA,GUJARAT,WEST2,A
391340,BARODA,GUJARAT,WEST2,A
391345,BARODA,GUJARAT,WEST2,A
391346,BARODA,GUJARAT,WEST2,A
391347,BARODA,GUJARAT,WEST2,A
391350,BARODA,GUJARAT,WEST2,A
391410,PADRA,GUJARAT,WEST2,C
391440,PADRA,GUJARAT,WEST2,C
391447,HALOL,GUJARAT,WEST2,B
391510,HALOL,GUJARAT,WEST2,B
391740,BARODA,GUJARAT,WEST2,A
391742,BARODA,GUJARAT,WEST2,A
391745,BARODA,GUJARAT,WEST2,A
391750,BARODA,GUJARAT,WEST2,A
391760,BARODA,GUJARAT,WEST2,A
391775,BARODA,GUJARAT,WEST2,A
392001,BHARUCH,GUJARAT,WEST2,C
392002,BHARUCH,GUJARAT,WEST2,C
392011,BHARUCH,GUJARAT,WEST2,C
392015,BHARUCH,GUJARAT,WEST2,C
393001,ANKLESHWAR,GUJARAT,WEST2,B
393002,ANKLESHWAR,GUJARAT,WEST2,B
393010,ANKLESHWAR,GUJARAT,WEST2,B
393110,JHAGADIA,GUJARAT,WEST2,C
393135,ANKLESHWAR,GUJARAT,WEST2,B
394115,ANKLESHWAR,GUJARAT,WEST2,B
394116,ANKLESHWAR,GUJARAT,WEST2,B
394210,SURAT,GUJARAT,WEST2,A
394221,SURAT,GUJARAT,WEST2,A
394230,SURAT,GUJARAT,WEST2,A
394270,SURAT,GUJARAT,WEST2,B
394327,SURAT,GUJARAT,WEST2,A
394335,BARDOLI,GUJARAT,WEST2,C
394510,SURAT,GUJARAT,WEST2,B
394515,SURAT,GUJARAT,WEST2,B
394516,SURAT,GUJARAT,WEST2,B
394601,BARDOLI,GUJARAT,WEST2,C
395001,SURAT,GUJARAT,WEST2,A
395002,SURAT,GUJARAT,WEST2,A
395003,SURAT,GUJARAT,WEST2,A
395004,SURAT,GUJARAT,WEST2,A
395005,SURAT,GUJARAT,WEST2,A
395006,SURAT,GUJARAT,WEST2,A
395007,SURAT,GUJARAT,WEST2,A
395008,SURAT,GUJARAT,WEST2,A
395009,SURAT,GUJARAT,WEST2,A
395010,SURAT,GUJARAT,WEST2,A
396001,VALSAD,GUJARAT,WEST2,B
396002,VALSAD,GUJARAT,WEST2,B
396035,VALSAD,GUJARAT,WEST2,B
396105,VAPI,GUJARAT,WEST2,B
396191,VAPI,GUJARAT,WEST2,B
396193,SILVASSA,DADRA AND NAGAR,WEST2,B
396195,VAPI,GUJARAT,WEST2,B
396210,VAPI,DIU AND DAMAN,WEST2,B
396215,VAPI,DIU AND DAMAN,WEST2,B
396220,VAPI,DIU AND DAMAN,WEST2,B
396230,SILVASSA,DADRA AND NAGAR,WEST2,B
396235,SILVASSA,DADRA AND NAGAR,WEST2,B
396240,SILVASSA,DADRA AND NAGAR,WEST2,B
396310,BILLIMORA,GUJARAT,WEST2,C
396321,BILLIMORA,GUJARAT,WEST2,C
396325,BILLIMORA,GUJARAT,WEST2,C
396360,BILLIMORA,GUJARAT,WEST2,C
396370,BILLIMORA,GUJARAT,WEST2,C
396380,BILLIMORA,GUJARAT,WEST2,C
396424,NAVSARI,GUJARAT,WEST2,B
396445,NAVSARI,GUJARAT,WEST2,B
396521,BILLIMORA,GUJARAT,WEST2,C
400001,MUMBAI,MAHARASHTRA,WEST1,A
400002,MUMBAI,MAHARASHTRA,WEST1,A
400003,MUMBAI,MAHARASHTRA,WEST1,A
400004,MUMBAI,MAHARASHTRA,WEST1,A
400005,MUMBAI,MAHARASHTRA,WEST1,A
400006,MUMBAI,MAHARASHTRA,WEST1,A
400007,MUMBAI,MAHARASHTRA,WEST1,A
400008,MUMBAI,MAHARASHTRA,WEST1,A
400009,MUMBAI,MAHARASHTRA,WEST1,A
400010,MUMBAI,MAHARASHTRA,WEST1,A
400011,MUMBAI,MAHARASHTRA,WEST1,A
400012,MUMBAI,MAHARASHTRA,WEST1,A
400013,MUMBAI,MAHARASHTRA,WEST1,A
400014,MUMBAI,MAHARASHTRA,WEST1,A
400015,MUMBAI,MAHARASHTRA,WEST1,A
400016,MUMBAI,MAHARASHTRA,WEST1,A
400017,MUMBAI,MAHARASHTRA,WEST1,A
400018,MUMBAI,MAHARASHTRA,WEST1,A
